Instance,Terminal,Layer,X location,Y location,Voltage
output116,VPWR,li1,103.9600,133.2800,1.799650
output115,VPWR,li1,111.7800,122.4000,1.799704
output114,VPWR,li1,130.1800,116.9600,1.799643
output113,VPWR,li1,110.4000,100.6400,1.799543
output112,VPWR,li1,126.5000,68.0000,1.799916
output111,VPWR,li1,122.8200,84.3200,1.799753
output110,VPWR,li1,79.1200,133.2800,1.799713
output109,VPWR,li1,66.2400,133.2800,1.799757
output108,VPWR,li1,7.8200,84.3200,1.799951
output107,VPWR,li1,7.8200,100.6400,1.799913
output106,VPWR,li1,129.2600,68.0000,1.799916
output105,VPWR,li1,130.1800,62.5600,1.799933
output104,VPWR,li1,115.4600,116.9600,1.799648
output103,VPWR,li1,130.1800,89.7600,1.799787
output102,VPWR,li1,126.5000,89.7600,1.799787
output101,VPWR,li1,130.1800,100.6400,1.799536
output100,VPWR,li1,105.8000,133.2800,1.799647
output99,VPWR,li1,121.9000,73.4400,1.799711
output98,VPWR,li1,130.1800,46.2400,1.799653
output97,VPWR,li1,130.1800,35.3600,1.799752
output96,VPWR,li1,87.8600,13.6000,1.799819
output95,VPWR,li1,97.0600,13.6000,1.799810
output94,VPWR,li1,100.7400,13.6000,1.799807
output93,VPWR,li1,94.7600,29.9200,1.799849
output92,VPWR,li1,88.7800,13.6000,1.799817
output91,VPWR,li1,80.5000,13.6000,1.799826
output90,VPWR,li1,130.1800,51.6800,1.799691
output89,VPWR,li1,65.7800,13.6000,1.799843
output88,VPWR,li1,94.7600,13.6000,1.799811
output87,VPWR,li1,109.9400,13.6000,1.799803
output86,VPWR,li1,100.7400,29.9200,1.799845
output85,VPWR,li1,108.1000,24.4800,1.799878
output84,VPWR,li1,92.9200,29.9200,1.799851
output83,VPWR,li1,96.6000,29.9200,1.799848
output82,VPWR,li1,103.9600,13.6000,1.799806
output81,VPWR,li1,107.6400,40.8000,1.799665
output80,VPWR,li1,104.4200,40.8000,1.799668
output79,VPWR,li1,100.2800,35.3600,1.799772
output78,VPWR,li1,98.4400,35.3600,1.799775
output77,VPWR,li1,94.7600,29.9200,1.799849
output76,VPWR,li1,117.3000,46.2400,1.799657
output75,VPWR,li1,102.1200,35.3600,1.799770
output74,VPWR,li1,63.9400,13.6000,1.799846
output73,VPWR,li1,114.5400,51.6800,1.799697
output72,VPWR,li1,130.1800,29.9200,1.799835
output71,VPWR,li1,130.1800,24.4800,1.799876
output70,VPWR,li1,122.8200,40.8000,1.799657
output69,VPWR,li1,120.0600,24.4800,1.799876
output68,VPWR,li1,120.0600,51.6800,1.799691
output67,VPWR,li1,67.6200,13.6000,1.799841
input66,VPWR,li1,56.1200,13.6000,1.799864
input65,VPWR,li1,7.5900,127.8400,1.799912
input64,VPWR,li1,7.5900,57.1200,1.799958
input63,VPWR,li1,7.5900,46.2400,1.799931
input62,VPWR,li1,8.9700,46.2400,1.799931
input61,VPWR,li1,7.5900,46.2400,1.799931
input60,VPWR,li1,7.5900,51.6800,1.799941
input59,VPWR,li1,7.5900,62.5600,1.799989
input58,VPWR,li1,8.9700,68.0000,1.799970
input57,VPWR,li1,56.3500,13.6000,1.799864
input56,VPWR,li1,43.4700,13.6000,1.799893
input55,VPWR,li1,7.5900,106.0800,1.799911
input54,VPWR,li1,42.0900,13.6000,1.799901
input53,VPWR,li1,35.1900,13.6000,1.799918
input52,VPWR,li1,37.9500,13.6000,1.799910
input51,VPWR,li1,40.7100,13.6000,1.799901
input50,VPWR,li1,23.2300,13.6000,1.799955
input49,VPWR,li1,36.5700,13.6000,1.799918
input48,VPWR,li1,33.8100,13.6000,1.799926
input47,VPWR,li1,32.4300,13.6000,1.799926
input46,VPWR,li1,25.9900,13.6000,1.799946
input45,VPWR,li1,17.7100,13.6000,1.799962
input44,VPWR,li1,7.5900,68.0000,1.799970
input43,VPWR,li1,16.3300,13.6000,1.799962
input42,VPWR,li1,7.5900,19.0400,1.799950
input41,VPWR,li1,7.5900,19.0400,1.799950
input40,VPWR,li1,7.5900,24.4800,1.799975
input39,VPWR,li1,7.5900,40.8000,1.799928
input38,VPWR,li1,7.5900,40.8000,1.799928
input37,VPWR,li1,7.5900,35.3600,1.799952
input36,VPWR,li1,7.5900,13.6000,1.799961
input35,VPWR,li1,7.5900,13.6000,1.799961
input34,VPWR,li1,8.9700,13.6000,1.799961
input33,VPWR,li1,45.7700,13.6000,1.799887
input32,VPWR,li1,52.6700,133.2800,1.799809
input31,VPWR,li1,60.4900,133.2800,1.799783
input30,VPWR,li1,71.9900,133.2800,1.799736
input29,VPWR,li1,85.3300,133.2800,1.799695
input28,VPWR,li1,88.0900,133.2800,1.799688
input27,VPWR,li1,100.9700,133.2800,1.799656
input26,VPWR,li1,93.1500,133.2800,1.799677
input25,VPWR,li1,7.5900,68.0000,1.799970
input24,VPWR,li1,7.5900,89.7600,1.799956
input23,VPWR,li1,91.7700,133.2800,1.799677
input22,VPWR,li1,7.5900,78.8800,1.799960
input21,VPWR,li1,7.5900,78.8800,1.799960
input20,VPWR,li1,7.5900,84.3200,1.799951
input19,VPWR,li1,7.5900,95.2000,1.799904
input18,VPWR,li1,7.5900,95.2000,1.799904
input17,VPWR,li1,7.5900,106.0800,1.799911
input16,VPWR,li1,7.5900,111.5200,1.799926
input15,VPWR,li1,7.5900,122.4000,1.799938
input14,VPWR,li1,33.3500,133.2800,1.799890
input13,VPWR,li1,39.7900,133.2800,1.799866
input12,VPWR,li1,100.5100,127.8400,1.799511
input11,VPWR,li1,43.0100,133.2800,1.799847
input10,VPWR,li1,7.5900,111.5200,1.799926
input9,VPWR,li1,55.8900,133.2800,1.799801
input8,VPWR,li1,68.7700,133.2800,1.799750
input7,VPWR,li1,83.9500,133.2800,1.799701
input6,VPWR,li1,107.8700,111.5200,1.799637
input5,VPWR,li1,99.5900,133.2800,1.799662
input4,VPWR,li1,77.0500,133.2800,1.799720
input3,VPWR,li1,62.3300,133.2800,1.799774
input2,VPWR,li1,46.2300,133.2800,1.799838
input1,VPWR,li1,106.4900,122.4000,1.799705
TAP_TAPCELL_ROW_45_307,VPWR,li1,121.6700,133.5860,1.799629
TAP_TAPCELL_ROW_45_306,VPWR,li1,108.7900,133.5860,1.799644
TAP_TAPCELL_ROW_45_305,VPWR,li1,95.9100,133.5860,1.799668
TAP_TAPCELL_ROW_45_304,VPWR,li1,83.0300,133.5860,1.799701
TAP_TAPCELL_ROW_45_303,VPWR,li1,70.1500,133.5860,1.799744
TAP_TAPCELL_ROW_45_302,VPWR,li1,57.2700,133.5860,1.799791
TAP_TAPCELL_ROW_45_301,VPWR,li1,44.3900,133.5860,1.799847
TAP_TAPCELL_ROW_45_300,VPWR,li1,31.5100,133.5860,1.799898
TAP_TAPCELL_ROW_45_299,VPWR,li1,18.6300,133.5860,1.799948
TAP_TAPCELL_ROW_44_298,VPWR,li1,121.6700,132.9730,1.799629
TAP_TAPCELL_ROW_44_297,VPWR,li1,95.9100,132.9730,1.799668
TAP_TAPCELL_ROW_44_296,VPWR,li1,70.1500,132.9730,1.799744
TAP_TAPCELL_ROW_44_295,VPWR,li1,44.3900,132.9730,1.799847
TAP_TAPCELL_ROW_44_294,VPWR,li1,18.6300,132.9730,1.799948
TAP_TAPCELL_ROW_43_293,VPWR,li1,108.7900,128.1460,1.799496
TAP_TAPCELL_ROW_43_292,VPWR,li1,83.0300,128.1460,1.799554
TAP_TAPCELL_ROW_43_291,VPWR,li1,57.2700,128.1460,1.799670
TAP_TAPCELL_ROW_43_290,VPWR,li1,31.5100,128.1460,1.799828
TAP_TAPCELL_ROW_42_289,VPWR,li1,121.6700,127.5330,1.799483
TAP_TAPCELL_ROW_42_288,VPWR,li1,95.9100,127.5330,1.799520
TAP_TAPCELL_ROW_42_287,VPWR,li1,70.1500,127.5330,1.799603
TAP_TAPCELL_ROW_42_286,VPWR,li1,44.3900,127.5330,1.799739
TAP_TAPCELL_ROW_42_285,VPWR,li1,18.6300,127.5330,1.799913
TAP_TAPCELL_ROW_41_284,VPWR,li1,108.7900,122.7060,1.799704
TAP_TAPCELL_ROW_41_283,VPWR,li1,83.0300,122.7060,1.799732
TAP_TAPCELL_ROW_41_282,VPWR,li1,57.2700,122.7060,1.799798
TAP_TAPCELL_ROW_41_281,VPWR,li1,31.5100,122.7060,1.799901
TAP_TAPCELL_ROW_40_280,VPWR,li1,121.6700,122.0930,1.799703
TAP_TAPCELL_ROW_40_279,VPWR,li1,95.9100,122.0930,1.799713
TAP_TAPCELL_ROW_40_278,VPWR,li1,70.1500,122.0930,1.799761
TAP_TAPCELL_ROW_40_277,VPWR,li1,44.3900,122.0930,1.799845
TAP_TAPCELL_ROW_40_276,VPWR,li1,18.6300,122.0930,1.799941
TAP_TAPCELL_ROW_39_275,VPWR,li1,108.7900,117.2660,1.799655
TAP_TAPCELL_ROW_39_274,VPWR,li1,83.0300,117.2660,1.799699
TAP_TAPCELL_ROW_39_273,VPWR,li1,57.2700,117.2660,1.799767
TAP_TAPCELL_ROW_39_272,VPWR,li1,31.5100,117.2660,1.799886
TAP_TAPCELL_ROW_38_271,VPWR,li1,121.6700,116.6530,1.799645
TAP_TAPCELL_ROW_38_270,VPWR,li1,95.9100,116.6530,1.799676
TAP_TAPCELL_ROW_38_269,VPWR,li1,70.1500,116.6530,1.799729
TAP_TAPCELL_ROW_38_268,VPWR,li1,44.3900,116.6530,1.799820
TAP_TAPCELL_ROW_38_267,VPWR,li1,18.6300,116.6530,1.799934
TAP_TAPCELL_ROW_37_266,VPWR,li1,108.7900,111.8260,1.799635
TAP_TAPCELL_ROW_37_265,VPWR,li1,83.0300,111.8260,1.799681
TAP_TAPCELL_ROW_37_264,VPWR,li1,57.2700,111.8260,1.799760
TAP_TAPCELL_ROW_37_263,VPWR,li1,31.5100,111.8260,1.799870
TAP_TAPCELL_ROW_36_262,VPWR,li1,121.6700,111.2130,1.799627
TAP_TAPCELL_ROW_36_261,VPWR,li1,95.9100,111.2130,1.799654
TAP_TAPCELL_ROW_36_260,VPWR,li1,70.1500,111.2130,1.799712
TAP_TAPCELL_ROW_36_259,VPWR,li1,44.3900,111.2130,1.799810
TAP_TAPCELL_ROW_36_258,VPWR,li1,18.6300,111.2130,1.799930
TAP_TAPCELL_ROW_35_257,VPWR,li1,108.7900,106.3860,1.799460
TAP_TAPCELL_ROW_35_256,VPWR,li1,83.0300,106.3860,1.799542
TAP_TAPCELL_ROW_35_255,VPWR,li1,57.2700,106.3860,1.799674
TAP_TAPCELL_ROW_35_254,VPWR,li1,31.5100,106.3860,1.799835
TAP_TAPCELL_ROW_34_253,VPWR,li1,121.6700,105.7730,1.799443
TAP_TAPCELL_ROW_34_252,VPWR,li1,95.9100,105.7730,1.799496
TAP_TAPCELL_ROW_34_251,VPWR,li1,70.1500,105.7730,1.799603
TAP_TAPCELL_ROW_34_250,VPWR,li1,44.3900,105.7730,1.799751
TAP_TAPCELL_ROW_34_249,VPWR,li1,18.6300,105.7730,1.799915
TAP_TAPCELL_ROW_33_248,VPWR,li1,108.7900,100.9460,1.799547
TAP_TAPCELL_ROW_33_247,VPWR,li1,83.0300,100.9460,1.799604
TAP_TAPCELL_ROW_33_246,VPWR,li1,57.2700,100.9460,1.799686
TAP_TAPCELL_ROW_33_245,VPWR,li1,31.5100,100.9460,1.799837
TAP_TAPCELL_ROW_32_244,VPWR,li1,121.6700,100.3330,1.799537
TAP_TAPCELL_ROW_32_243,VPWR,li1,95.9100,100.3330,1.799571
TAP_TAPCELL_ROW_32_242,VPWR,li1,70.1500,100.3330,1.799643
TAP_TAPCELL_ROW_32_241,VPWR,li1,44.3900,100.3330,1.799751
TAP_TAPCELL_ROW_32_240,VPWR,li1,18.6300,100.3330,1.799913
TAP_TAPCELL_ROW_31_239,VPWR,li1,108.7900,95.5060,1.799594
TAP_TAPCELL_ROW_31_238,VPWR,li1,83.0300,95.5060,1.799631
TAP_TAPCELL_ROW_31_237,VPWR,li1,57.2700,95.5060,1.799705
TAP_TAPCELL_ROW_31_236,VPWR,li1,31.5100,95.5060,1.799839
TAP_TAPCELL_ROW_30_235,VPWR,li1,121.6700,94.8930,1.799586
TAP_TAPCELL_ROW_30_234,VPWR,li1,95.9100,94.8930,1.799609
TAP_TAPCELL_ROW_30_233,VPWR,li1,70.1500,94.8930,1.799667
TAP_TAPCELL_ROW_30_232,VPWR,li1,44.3900,94.8930,1.799766
TAP_TAPCELL_ROW_30_231,VPWR,li1,18.6300,94.8930,1.799908
TAP_TAPCELL_ROW_29_230,VPWR,li1,108.7900,90.0660,1.799792
TAP_TAPCELL_ROW_29_229,VPWR,li1,83.0300,90.0660,1.799815
TAP_TAPCELL_ROW_29_228,VPWR,li1,57.2700,90.0660,1.799869
TAP_TAPCELL_ROW_29_227,VPWR,li1,31.5100,90.0660,1.799937
TAP_TAPCELL_ROW_28_226,VPWR,li1,121.6700,89.4530,1.799787
TAP_TAPCELL_ROW_28_225,VPWR,li1,95.9100,89.4530,1.799798
TAP_TAPCELL_ROW_28_224,VPWR,li1,70.1500,89.4530,1.799841
TAP_TAPCELL_ROW_28_223,VPWR,li1,44.3900,89.4530,1.799901
TAP_TAPCELL_ROW_28_222,VPWR,li1,18.6300,89.4530,1.799960
TAP_TAPCELL_ROW_27_221,VPWR,li1,108.7900,84.6260,1.799758
TAP_TAPCELL_ROW_27_220,VPWR,li1,83.0300,84.6260,1.799792
TAP_TAPCELL_ROW_27_219,VPWR,li1,57.2700,84.6260,1.799851
TAP_TAPCELL_ROW_27_218,VPWR,li1,31.5100,84.6260,1.799920
TAP_TAPCELL_ROW_26_217,VPWR,li1,121.6700,84.0130,1.799753
TAP_TAPCELL_ROW_26_216,VPWR,li1,95.9100,84.0130,1.799769
TAP_TAPCELL_ROW_26_215,VPWR,li1,70.1500,84.0130,1.799819
TAP_TAPCELL_ROW_26_214,VPWR,li1,44.3900,84.0130,1.799883
TAP_TAPCELL_ROW_26_213,VPWR,li1,18.6300,84.0130,1.799955
TAP_TAPCELL_ROW_25_212,VPWR,li1,108.7900,79.1860,1.799832
TAP_TAPCELL_ROW_25_211,VPWR,li1,83.0300,79.1860,1.799864
TAP_TAPCELL_ROW_25_210,VPWR,li1,57.2700,79.1860,1.799900
TAP_TAPCELL_ROW_25_209,VPWR,li1,31.5100,79.1860,1.799945
TAP_TAPCELL_ROW_24_208,VPWR,li1,121.6700,78.5730,1.799825
TAP_TAPCELL_ROW_24_207,VPWR,li1,95.9100,78.5730,1.799847
TAP_TAPCELL_ROW_24_206,VPWR,li1,70.1500,78.5730,1.799880
TAP_TAPCELL_ROW_24_205,VPWR,li1,44.3900,78.5730,1.799919
TAP_TAPCELL_ROW_24_204,VPWR,li1,18.6300,78.5730,1.799963
TAP_TAPCELL_ROW_23_203,VPWR,li1,108.7900,73.7460,1.799715
TAP_TAPCELL_ROW_23_202,VPWR,li1,83.0300,73.7460,1.799728
TAP_TAPCELL_ROW_23_201,VPWR,li1,57.2700,73.7460,1.799791
TAP_TAPCELL_ROW_23_200,VPWR,li1,31.5100,73.7460,1.799891
TAP_TAPCELL_ROW_22_199,VPWR,li1,121.6700,73.1330,1.799711
TAP_TAPCELL_ROW_22_198,VPWR,li1,95.9100,73.1330,1.799721
TAP_TAPCELL_ROW_22_197,VPWR,li1,70.1500,73.1330,1.799747
TAP_TAPCELL_ROW_22_196,VPWR,li1,44.3900,73.1330,1.799840
TAP_TAPCELL_ROW_22_195,VPWR,li1,18.6300,73.1330,1.799935
TAP_TAPCELL_ROW_21_194,VPWR,li1,108.7900,68.3060,1.799921
TAP_TAPCELL_ROW_21_193,VPWR,li1,83.0300,68.3060,1.799933
TAP_TAPCELL_ROW_21_192,VPWR,li1,57.2700,68.3060,1.799946
TAP_TAPCELL_ROW_21_191,VPWR,li1,31.5100,68.3060,1.799967
TAP_TAPCELL_ROW_20_190,VPWR,li1,121.6700,67.6930,1.799916
TAP_TAPCELL_ROW_20_189,VPWR,li1,95.9100,67.6930,1.799927
TAP_TAPCELL_ROW_20_188,VPWR,li1,70.1500,67.6930,1.799940
TAP_TAPCELL_ROW_20_187,VPWR,li1,44.3900,67.6930,1.799954
TAP_TAPCELL_ROW_20_186,VPWR,li1,18.6300,67.6930,1.799974
TAP_TAPCELL_ROW_19_185,VPWR,li1,108.7900,62.8660,1.799937
TAP_TAPCELL_ROW_19_184,VPWR,li1,83.0300,62.8660,1.799951
TAP_TAPCELL_ROW_19_183,VPWR,li1,57.2700,62.8660,1.799966
TAP_TAPCELL_ROW_19_182,VPWR,li1,31.5100,62.8660,1.799982
TAP_TAPCELL_ROW_18_181,VPWR,li1,121.6700,62.2530,1.799933
TAP_TAPCELL_ROW_18_180,VPWR,li1,95.9100,62.2530,1.799944
TAP_TAPCELL_ROW_18_179,VPWR,li1,70.1500,62.2530,1.799958
TAP_TAPCELL_ROW_18_178,VPWR,li1,44.3900,62.2530,1.799972
TAP_TAPCELL_ROW_18_177,VPWR,li1,18.6300,62.2530,1.799990
TAP_TAPCELL_ROW_17_176,VPWR,li1,108.7900,57.4260,1.799796
TAP_TAPCELL_ROW_17_175,VPWR,li1,83.0300,57.4260,1.799837
TAP_TAPCELL_ROW_17_174,VPWR,li1,57.2700,57.4260,1.799880
TAP_TAPCELL_ROW_17_173,VPWR,li1,31.5100,57.4260,1.799934
TAP_TAPCELL_ROW_16_172,VPWR,li1,121.6700,56.8130,1.799780
TAP_TAPCELL_ROW_16_171,VPWR,li1,95.9100,56.8130,1.799816
TAP_TAPCELL_ROW_16_170,VPWR,li1,70.1500,56.8130,1.799858
TAP_TAPCELL_ROW_16_169,VPWR,li1,44.3900,56.8130,1.799903
TAP_TAPCELL_ROW_16_168,VPWR,li1,18.6300,56.8130,1.799960
TAP_TAPCELL_ROW_15_167,VPWR,li1,108.7900,51.9860,1.799704
TAP_TAPCELL_ROW_15_166,VPWR,li1,83.0300,51.9860,1.799740
TAP_TAPCELL_ROW_15_165,VPWR,li1,57.2700,51.9860,1.799792
TAP_TAPCELL_ROW_15_164,VPWR,li1,31.5100,51.9860,1.799900
TAP_TAPCELL_ROW_14_163,VPWR,li1,121.6700,51.3730,1.799691
TAP_TAPCELL_ROW_14_162,VPWR,li1,95.9100,51.3730,1.799723
TAP_TAPCELL_ROW_14_161,VPWR,li1,70.1500,51.3730,1.799761
TAP_TAPCELL_ROW_14_160,VPWR,li1,44.3900,51.3730,1.799836
TAP_TAPCELL_ROW_14_159,VPWR,li1,18.6300,51.3730,1.799942
TAP_TAPCELL_ROW_13_158,VPWR,li1,108.7900,46.5460,1.799662
TAP_TAPCELL_ROW_13_157,VPWR,li1,83.0300,46.5460,1.799699
TAP_TAPCELL_ROW_13_156,VPWR,li1,57.2700,46.5460,1.799762
TAP_TAPCELL_ROW_13_155,VPWR,li1,31.5100,46.5460,1.799877
TAP_TAPCELL_ROW_12_154,VPWR,li1,121.6700,45.9330,1.799654
TAP_TAPCELL_ROW_12_153,VPWR,li1,95.9100,45.9330,1.799676
TAP_TAPCELL_ROW_12_152,VPWR,li1,70.1500,45.9330,1.799723
TAP_TAPCELL_ROW_12_151,VPWR,li1,44.3900,45.9330,1.799816
TAP_TAPCELL_ROW_12_150,VPWR,li1,18.6300,45.9330,1.799932
TAP_TAPCELL_ROW_11_149,VPWR,li1,108.7900,41.1060,1.799664
TAP_TAPCELL_ROW_11_148,VPWR,li1,83.0300,41.1060,1.799705
TAP_TAPCELL_ROW_11_147,VPWR,li1,57.2700,41.1060,1.799754
TAP_TAPCELL_ROW_11_146,VPWR,li1,31.5100,41.1060,1.799870
TAP_TAPCELL_ROW_10_145,VPWR,li1,121.6700,40.4930,1.799657
TAP_TAPCELL_ROW_10_144,VPWR,li1,95.9100,40.4930,1.799681
TAP_TAPCELL_ROW_10_143,VPWR,li1,70.1500,40.4930,1.799727
TAP_TAPCELL_ROW_10_142,VPWR,li1,44.3900,40.4930,1.799810
TAP_TAPCELL_ROW_10_141,VPWR,li1,18.6300,40.4930,1.799930
TAP_TAPCELL_ROW_9_140,VPWR,li1,108.7900,35.6660,1.799763
TAP_TAPCELL_ROW_9_139,VPWR,li1,83.0300,35.6660,1.799794
TAP_TAPCELL_ROW_9_138,VPWR,li1,57.2700,35.6660,1.799837
TAP_TAPCELL_ROW_9_137,VPWR,li1,31.5100,35.6660,1.799917
TAP_TAPCELL_ROW_8_136,VPWR,li1,121.6700,35.0530,1.799754
TAP_TAPCELL_ROW_8_135,VPWR,li1,95.9100,35.0530,1.799777
TAP_TAPCELL_ROW_8_134,VPWR,li1,70.1500,35.0530,1.799810
TAP_TAPCELL_ROW_8_133,VPWR,li1,44.3900,35.0530,1.799875
TAP_TAPCELL_ROW_8_132,VPWR,li1,18.6300,35.0530,1.799954
TAP_TAPCELL_ROW_7_131,VPWR,li1,108.7900,30.2260,1.799841
TAP_TAPCELL_ROW_7_130,VPWR,li1,83.0300,30.2260,1.799858
TAP_TAPCELL_ROW_7_129,VPWR,li1,57.2700,30.2260,1.799885
TAP_TAPCELL_ROW_7_128,VPWR,li1,31.5100,30.2260,1.799940
TAP_TAPCELL_ROW_6_127,VPWR,li1,121.6700,29.6130,1.799836
TAP_TAPCELL_ROW_6_126,VPWR,li1,95.9100,29.6130,1.799849
TAP_TAPCELL_ROW_6_125,VPWR,li1,70.1500,29.6130,1.799869
TAP_TAPCELL_ROW_6_124,VPWR,li1,44.3900,29.6130,1.799910
TAP_TAPCELL_ROW_6_123,VPWR,li1,18.6300,29.6130,1.799966
TAP_TAPCELL_ROW_5_122,VPWR,li1,108.7900,24.7860,1.799877
TAP_TAPCELL_ROW_5_121,VPWR,li1,83.0300,24.7860,1.799893
TAP_TAPCELL_ROW_5_120,VPWR,li1,57.2700,24.7860,1.799923
TAP_TAPCELL_ROW_5_119,VPWR,li1,31.5100,24.7860,1.799963
TAP_TAPCELL_ROW_4_118,VPWR,li1,121.6700,24.1730,1.799876
TAP_TAPCELL_ROW_4_117,VPWR,li1,95.9100,24.1730,1.799882
TAP_TAPCELL_ROW_4_116,VPWR,li1,70.1500,24.1730,1.799908
TAP_TAPCELL_ROW_4_115,VPWR,li1,44.3900,24.1730,1.799942
TAP_TAPCELL_ROW_4_114,VPWR,li1,18.6300,24.1730,1.799977
TAP_TAPCELL_ROW_3_113,VPWR,li1,108.7900,19.3460,1.799756
TAP_TAPCELL_ROW_3_112,VPWR,li1,83.0300,19.3460,1.799784
TAP_TAPCELL_ROW_3_111,VPWR,li1,57.2700,19.3460,1.799838
TAP_TAPCELL_ROW_3_110,VPWR,li1,31.5100,19.3460,1.799916
TAP_TAPCELL_ROW_2_109,VPWR,li1,121.6700,18.7330,1.799749
TAP_TAPCELL_ROW_2_108,VPWR,li1,95.9100,18.7330,1.799767
TAP_TAPCELL_ROW_2_107,VPWR,li1,70.1500,18.7330,1.799809
TAP_TAPCELL_ROW_2_106,VPWR,li1,44.3900,18.7330,1.799875
TAP_TAPCELL_ROW_2_105,VPWR,li1,18.6300,18.7330,1.799952
TAP_TAPCELL_ROW_1_104,VPWR,li1,108.7900,13.9060,1.799803
TAP_TAPCELL_ROW_1_103,VPWR,li1,83.0300,13.9060,1.799823
TAP_TAPCELL_ROW_1_102,VPWR,li1,57.2700,13.9060,1.799859
TAP_TAPCELL_ROW_1_101,VPWR,li1,31.5100,13.9060,1.799934
TAP_TAPCELL_ROW_0_100,VPWR,li1,121.6700,13.2930,1.799798
TAP_TAPCELL_ROW_0_99,VPWR,li1,108.7900,13.2930,1.799803
TAP_TAPCELL_ROW_0_98,VPWR,li1,95.9100,13.2930,1.799811
TAP_TAPCELL_ROW_0_97,VPWR,li1,83.0300,13.2930,1.799823
TAP_TAPCELL_ROW_0_96,VPWR,li1,70.1500,13.2930,1.799837
TAP_TAPCELL_ROW_0_95,VPWR,li1,57.2700,13.2930,1.799859
TAP_TAPCELL_ROW_0_94,VPWR,li1,44.3900,13.2930,1.799893
TAP_TAPCELL_ROW_0_93,VPWR,li1,31.5100,13.2930,1.799934
TAP_TAPCELL_ROW_0_92,VPWR,li1,18.6300,13.2930,1.799963
PHY_EDGE_ROW_45_Left_91,VPWR,li1,6.2100,133.2800,1.799948
PHY_EDGE_ROW_44_Left_90,VPWR,li1,6.2100,133.2800,1.799948
PHY_EDGE_ROW_43_Left_89,VPWR,li1,6.2100,127.8400,1.799912
PHY_EDGE_ROW_42_Left_88,VPWR,li1,6.2100,127.8400,1.799912
PHY_EDGE_ROW_41_Left_87,VPWR,li1,6.2100,122.4000,1.799938
PHY_EDGE_ROW_40_Left_86,VPWR,li1,6.2100,122.4000,1.799938
PHY_EDGE_ROW_39_Left_85,VPWR,li1,6.2100,116.9600,1.799932
PHY_EDGE_ROW_38_Left_84,VPWR,li1,6.2100,116.9600,1.799932
PHY_EDGE_ROW_37_Left_83,VPWR,li1,6.2100,111.5200,1.799926
PHY_EDGE_ROW_36_Left_82,VPWR,li1,6.2100,111.5200,1.799926
PHY_EDGE_ROW_35_Left_81,VPWR,li1,6.2100,106.0800,1.799911
PHY_EDGE_ROW_34_Left_80,VPWR,li1,6.2100,106.0800,1.799911
PHY_EDGE_ROW_33_Left_79,VPWR,li1,6.2100,100.6400,1.799913
PHY_EDGE_ROW_32_Left_78,VPWR,li1,6.2100,100.6400,1.799913
PHY_EDGE_ROW_31_Left_77,VPWR,li1,6.2100,95.2000,1.799904
PHY_EDGE_ROW_30_Left_76,VPWR,li1,6.2100,95.2000,1.799904
PHY_EDGE_ROW_29_Left_75,VPWR,li1,6.2100,89.7600,1.799956
PHY_EDGE_ROW_28_Left_74,VPWR,li1,6.2100,89.7600,1.799956
PHY_EDGE_ROW_27_Left_73,VPWR,li1,6.2100,84.3200,1.799951
PHY_EDGE_ROW_26_Left_72,VPWR,li1,6.2100,84.3200,1.799951
PHY_EDGE_ROW_25_Left_71,VPWR,li1,6.2100,78.8800,1.799960
PHY_EDGE_ROW_24_Left_70,VPWR,li1,6.2100,78.8800,1.799960
PHY_EDGE_ROW_23_Left_69,VPWR,li1,6.2100,73.4400,1.799932
PHY_EDGE_ROW_22_Left_68,VPWR,li1,6.2100,73.4400,1.799932
PHY_EDGE_ROW_21_Left_67,VPWR,li1,6.2100,68.0000,1.799970
PHY_EDGE_ROW_20_Left_66,VPWR,li1,6.2100,68.0000,1.799970
PHY_EDGE_ROW_19_Left_65,VPWR,li1,6.2100,62.5600,1.799989
PHY_EDGE_ROW_18_Left_64,VPWR,li1,6.2100,62.5600,1.799989
PHY_EDGE_ROW_17_Left_63,VPWR,li1,6.2100,57.1200,1.799958
PHY_EDGE_ROW_16_Left_62,VPWR,li1,6.2100,57.1200,1.799958
PHY_EDGE_ROW_15_Left_61,VPWR,li1,6.2100,51.6800,1.799941
PHY_EDGE_ROW_14_Left_60,VPWR,li1,6.2100,51.6800,1.799941
PHY_EDGE_ROW_13_Left_59,VPWR,li1,6.2100,46.2400,1.799931
PHY_EDGE_ROW_12_Left_58,VPWR,li1,6.2100,46.2400,1.799931
PHY_EDGE_ROW_11_Left_57,VPWR,li1,6.2100,40.8000,1.799928
PHY_EDGE_ROW_10_Left_56,VPWR,li1,6.2100,40.8000,1.799928
PHY_EDGE_ROW_9_Left_55,VPWR,li1,6.2100,35.3600,1.799952
PHY_EDGE_ROW_8_Left_54,VPWR,li1,6.2100,35.3600,1.799952
PHY_EDGE_ROW_7_Left_53,VPWR,li1,6.2100,29.9200,1.799965
PHY_EDGE_ROW_6_Left_52,VPWR,li1,6.2100,29.9200,1.799965
PHY_EDGE_ROW_5_Left_51,VPWR,li1,6.2100,24.4800,1.799975
PHY_EDGE_ROW_4_Left_50,VPWR,li1,6.2100,24.4800,1.799975
PHY_EDGE_ROW_3_Left_49,VPWR,li1,6.2100,19.0400,1.799950
