Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_0_14_197,VPWR,li1,98.9000,51.6800,1.799717
FILLER_0_14_193,VPWR,li1,94.9900,51.6800,1.799723
FILLER_0_14_185,VPWR,li1,92.4600,51.6800,1.799727
FILLER_0_14_173,VPWR,li1,87.8600,51.6800,1.799733
FILLER_0_14_161,VPWR,li1,82.3400,51.6800,1.799740
FILLER_0_14_149,VPWR,li1,76.8200,51.6800,1.799748
FILLER_0_14_85,VPWR,li1,45.0800,51.6800,1.799836
FILLER_0_14_77,VPWR,li1,41.8600,51.6800,1.799848
FILLER_0_14_72,VPWR,li1,39.1000,51.6800,1.799860
FILLER_0_14_64,VPWR,li1,36.8000,51.6800,1.799871
FILLER_0_14_60,VPWR,li1,33.3500,51.6800,1.799890
FILLER_0_14_26,VPWR,li1,17.9400,51.6800,1.799942
FILLER_0_13_218,VPWR,li1,106.4900,46.2400,1.799664
FILLER_0_13_206,VPWR,li1,103.0400,46.2400,1.799666
FILLER_0_13_194,VPWR,li1,97.5200,46.2400,1.799670
FILLER_0_13_182,VPWR,li1,92.0000,46.2400,1.799680
FILLER_0_13_165,VPWR,li1,82.1100,46.2400,1.799699
FILLER_0_13_153,VPWR,li1,78.6600,46.2400,1.799705
FILLER_0_13_121,VPWR,li1,61.6400,46.2400,1.799746
FILLER_0_13_109,VPWR,li1,56.3500,46.2400,1.799762
FILLER_0_13_69,VPWR,li1,37.9500,46.2400,1.799844
FILLER_0_13_57,VPWR,li1,34.5000,46.2400,1.799858
FILLER_0_13_55,VPWR,li1,31.0500,46.2400,1.799877
FILLER_0_13_51,VPWR,li1,29.9000,46.2400,1.799891
FILLER_0_13_17,VPWR,li1,13.8000,46.2400,1.799931
FILLER_0_13_6,VPWR,li1,8.7400,46.2400,1.799931
FILLER_0_12_216,VPWR,li1,105.3400,46.2400,1.799664
FILLER_0_12_208,VPWR,li1,103.0400,46.2400,1.799666
FILLER_0_12_190,VPWR,li1,94.3000,46.2400,1.799676
FILLER_0_12_178,VPWR,li1,90.1600,46.2400,1.799683
FILLER_0_12_153,VPWR,li1,76.3600,46.2400,1.799710
FILLER_0_12_141,VPWR,li1,73.1400,46.2400,1.799717
FILLER_0_12_139,VPWR,li1,69.6900,46.2400,1.799728
FILLER_0_12_123,VPWR,li1,62.7900,46.2400,1.799746
FILLER_0_12_85,VPWR,li1,44.8500,46.2400,1.799807
FILLER_0_12_80,VPWR,li1,43.2400,46.2400,1.799816
FILLER_0_12_75,VPWR,li1,40.2500,46.2400,1.799831
FILLER_0_12_63,VPWR,li1,37.2600,46.2400,1.799844
FILLER_0_12_42,VPWR,li1,25.3000,46.2400,1.799910
FILLER_0_12_34,VPWR,li1,23.0000,46.2400,1.799932
FILLER_0_12_27,VPWR,li1,18.1700,46.2400,1.799932
FILLER_0_12_17,VPWR,li1,13.8000,46.2400,1.799931
FILLER_0_12_9,VPWR,li1,10.3500,46.2400,1.799931
FILLER_0_11_219,VPWR,li1,106.4900,40.8000,1.799665
FILLER_0_11_205,VPWR,li1,100.5100,40.8000,1.799673
FILLER_0_11_193,VPWR,li1,97.0600,40.8000,1.799681
FILLER_0_11_181,VPWR,li1,91.5400,40.8000,1.799688
FILLER_0_11_169,VPWR,li1,86.0200,40.8000,1.799698
FILLER_0_11_164,VPWR,li1,81.8800,40.8000,1.799705
FILLER_0_11_152,VPWR,li1,78.2000,40.8000,1.799711
FILLER_0_11_140,VPWR,li1,72.6800,40.8000,1.799721
FILLER_0_11_128,VPWR,li1,67.1600,40.8000,1.799731
FILLER_0_11_110,VPWR,li1,56.5800,40.8000,1.799754
FILLER_0_11_98,VPWR,li1,53.3600,40.8000,1.799771
FILLER_0_11_83,VPWR,li1,45.5400,40.8000,1.799801
FILLER_0_11_71,VPWR,li1,40.9400,40.8000,1.799824
FILLER_0_11_35,VPWR,li1,21.8500,40.8000,1.799931
FILLER_0_11_23,VPWR,li1,18.8600,40.8000,1.799930
FILLER_0_11_6,VPWR,li1,9.6600,40.8000,1.799928
FILLER_0_10_224,VPWR,li1,109.0200,40.8000,1.799664
FILLER_0_10_205,VPWR,li1,100.2800,40.8000,1.799673
FILLER_0_10_197,VPWR,li1,97.9800,40.8000,1.799677
FILLER_0_10_195,VPWR,li1,95.4500,40.8000,1.799681
FILLER_0_10_183,VPWR,li1,92.4600,40.8000,1.799688
FILLER_0_10_173,VPWR,li1,85.5600,40.8000,1.799698
FILLER_0_10_165,VPWR,li1,83.2600,40.8000,1.799705
FILLER_0_10_153,VPWR,li1,78.6600,40.8000,1.799711
FILLER_0_10_141,VPWR,li1,73.1400,40.8000,1.799721
FILLER_0_10_139,VPWR,li1,69.6900,40.8000,1.799727
FILLER_0_10_127,VPWR,li1,66.7000,40.8000,1.799731
FILLER_0_10_120,VPWR,li1,60.9500,40.8000,1.799744
FILLER_0_10_104,VPWR,li1,53.5900,40.8000,1.799771
FILLER_0_10_91,VPWR,li1,49.2200,40.8000,1.799788
FILLER_0_10_65,VPWR,li1,36.8000,40.8000,1.799845
FILLER_0_10_29,VPWR,li1,19.3200,40.8000,1.799930
FILLER_0_10_6,VPWR,li1,8.7400,40.8000,1.799928
FILLER_0_9_268,VPWR,li1,129.0300,35.3600,1.799752
FILLER_0_9_193,VPWR,li1,95.2200,35.3600,1.799780
FILLER_0_9_181,VPWR,li1,91.5400,35.3600,1.799783
FILLER_0_9_169,VPWR,li1,86.0200,35.3600,1.799790
FILLER_0_9_162,VPWR,li1,81.4200,35.3600,1.799797
FILLER_0_9_150,VPWR,li1,77.2800,35.3600,1.799801
FILLER_0_9_138,VPWR,li1,71.7600,35.3600,1.799808
FILLER_0_9_103,VPWR,li1,53.1300,35.3600,1.799850
FILLER_0_9_66,VPWR,li1,36.1100,35.3600,1.799899
FILLER_0_9_34,VPWR,li1,21.6200,35.3600,1.799955
FILLER_0_9_17,VPWR,li1,14.0300,35.3600,1.799952
FILLER_0_8_186,VPWR,li1,91.3100,35.3600,1.799785
FILLER_0_8_180,VPWR,li1,89.7000,35.3600,1.799785
FILLER_0_8_168,VPWR,li1,85.5600,35.3600,1.799790
FILLER_0_8_156,VPWR,li1,80.0400,35.3600,1.799797
FILLER_0_8_144,VPWR,li1,74.5200,35.3600,1.799804
FILLER_0_8_139,VPWR,li1,69.6900,35.3600,1.799810
FILLER_0_8_102,VPWR,li1,52.9000,35.3600,1.799850
FILLER_0_8_54,VPWR,li1,30.8200,35.3600,1.799917
FILLER_0_8_33,VPWR,li1,20.9300,35.3600,1.799955
FILLER_0_8_27,VPWR,li1,18.1700,35.3600,1.799953
FILLER_0_8_6,VPWR,li1,8.5100,35.3600,1.799952
FILLER_0_7_268,VPWR,li1,129.0300,29.9200,1.799835
FILLER_0_7_246,VPWR,li1,119.1400,29.9200,1.799837
FILLER_0_7_237,VPWR,li1,114.7700,29.9200,1.799839
FILLER_0_7_179,VPWR,li1,88.5500,29.9200,1.799854
FILLER_0_7_164,VPWR,li1,81.8800,29.9200,1.799858
FILLER_0_7_152,VPWR,li1,78.2000,29.9200,1.799861
FILLER_0_7_140,VPWR,li1,72.6800,29.9200,1.799866
FILLER_0_7_105,VPWR,li1,54.0500,29.9200,1.799892
FILLER_0_7_66,VPWR,li1,36.1100,29.9200,1.799932
FILLER_0_7_60,VPWR,li1,34.5000,29.9200,1.799932
FILLER_0_7_53,VPWR,li1,30.5900,29.9200,1.799946
FILLER_0_7_25,VPWR,li1,17.4800,29.9200,1.799966
FILLER_0_7_3,VPWR,li1,7.3600,29.9200,1.799965
FILLER_0_6_236,VPWR,li1,114.5400,29.9200,1.799839
FILLER_0_6_224,VPWR,li1,108.7900,29.9200,1.799841
FILLER_0_6_182,VPWR,li1,89.7000,29.9200,1.799852
FILLER_0_6_161,VPWR,li1,79.8100,29.9200,1.799860
FILLER_0_6_153,VPWR,li1,77.7400,29.9200,1.799861
FILLER_0_6_141,VPWR,li1,73.1400,29.9200,1.799866
FILLER_0_6_128,VPWR,li1,67.1600,29.9200,1.799871
FILLER_0_6_121,VPWR,li1,61.6400,29.9200,1.799878
FILLER_0_6_113,VPWR,li1,57.7300,29.9200,1.799885
FILLER_0_6_105,VPWR,li1,55.6600,29.9200,1.799889
FILLER_0_6_83,VPWR,li1,43.9300,29.9200,1.799910
FILLER_0_6_49,VPWR,li1,29.4400,29.9200,1.799946
FILLER_0_6_18,VPWR,li1,14.2600,29.9200,1.799965
FILLER_0_6_3,VPWR,li1,7.3600,29.9200,1.799965
FILLER_0_5_156,VPWR,li1,78.6600,24.4800,1.799898
FILLER_0_5_149,VPWR,li1,74.2900,24.4800,1.799902
FILLER_0_5_137,VPWR,li1,71.3000,24.4800,1.799905
FILLER_0_5_125,VPWR,li1,65.7800,24.4800,1.799912
FILLER_0_5_113,VPWR,li1,60.2600,24.4800,1.799918
FILLER_0_5_109,VPWR,li1,56.3500,24.4800,1.799923
FILLER_0_5_101,VPWR,li1,53.8200,24.4800,1.799928
FILLER_0_5_89,VPWR,li1,49.2200,24.4800,1.799933
FILLER_0_5_80,VPWR,li1,43.2400,24.4800,1.799945
FILLER_0_5_57,VPWR,li1,31.9700,24.4800,1.799963
FILLER_0_5_54,VPWR,li1,30.8200,24.4800,1.799963
FILLER_0_5_42,VPWR,li1,27.6000,24.4800,1.799968
FILLER_0_5_36,VPWR,li1,22.7700,24.4800,1.799978
FILLER_0_5_6,VPWR,li1,8.5100,24.4800,1.799975
FILLER_0_4_225,VPWR,li1,109.2500,24.4800,1.799877
FILLER_0_4_179,VPWR,li1,88.0900,24.4800,1.799888
FILLER_0_4_163,VPWR,li1,80.9600,24.4800,1.799895
FILLER_0_4_139,VPWR,li1,69.6900,24.4800,1.799908
FILLER_0_4_135,VPWR,li1,68.5400,24.4800,1.799910
FILLER_0_4_131,VPWR,li1,66.0100,24.4800,1.799912
FILLER_0_4_120,VPWR,li1,60.9500,24.4800,1.799918
FILLER_0_4_112,VPWR,li1,57.9600,24.4800,1.799923
FILLER_0_4_105,VPWR,li1,54.7400,24.4800,1.799928
FILLER_0_4_82,VPWR,li1,43.7000,24.4800,1.799942
FILLER_0_4_66,VPWR,li1,36.8000,24.4800,1.799953
FILLER_0_4_56,VPWR,li1,31.5100,24.4800,1.799963
FILLER_0_4_44,VPWR,li1,28.5200,24.4800,1.799968
FILLER_0_4_29,VPWR,li1,19.3200,24.4800,1.799977
FILLER_0_3_271,VPWR,li1,130.6400,19.0400,1.799748
FILLER_0_3_241,VPWR,li1,116.8400,19.0400,1.799751
FILLER_0_3_169,VPWR,li1,83.4900,19.0400,1.799784
FILLER_0_3_163,VPWR,li1,80.7300,19.0400,1.799788
FILLER_0_3_121,VPWR,li1,61.6400,19.0400,1.799827
FILLER_0_3_106,VPWR,li1,54.5100,19.0400,1.799844
FILLER_0_3_57,VPWR,li1,31.9700,19.0400,1.799916
FILLER_0_3_50,VPWR,li1,28.9800,19.0400,1.799926
FILLER_0_3_29,VPWR,li1,19.0900,19.0400,1.799952
FILLER_0_3_6,VPWR,li1,8.7400,19.0400,1.799951
FILLER_0_2_195,VPWR,li1,95.4500,19.0400,1.799767
FILLER_0_2_85,VPWR,li1,45.0800,19.0400,1.799875
FILLER_0_2_27,VPWR,li1,18.1700,19.0400,1.799952
FILLER_0_2_6,VPWR,li1,8.5100,19.0400,1.799951
FILLER_0_1_252,VPWR,li1,121.6700,13.6000,1.799798
FILLER_0_1_181,VPWR,li1,89.0100,13.6000,1.799817
FILLER_0_1_137,VPWR,li1,68.7700,13.6000,1.799841
FILLER_0_1_66,VPWR,li1,36.1100,13.6000,1.799918
FILLER_0_1_55,VPWR,li1,31.0500,13.6000,1.799934
FILLER_0_1_46,VPWR,li1,26.9100,13.6000,1.799946
FILLER_0_1_27,VPWR,li1,18.1700,13.6000,1.799963
FILLER_0_1_6,VPWR,li1,8.5100,13.6000,1.799961
FILLER_0_0_253,VPWR,li1,122.1300,13.6000,1.799798
FILLER_0_0_244,VPWR,li1,117.9900,13.6000,1.799799
FILLER_0_0_209,VPWR,li1,102.1200,13.6000,1.799807
FILLER_0_0_183,VPWR,li1,90.1600,13.6000,1.799817
FILLER_0_0_124,VPWR,li1,62.7900,13.6000,1.799849
FILLER_0_0_119,VPWR,li1,60.4900,13.6000,1.799854
FILLER_0_0_113,VPWR,li1,57.9600,13.6000,1.799859
FILLER_0_0_106,VPWR,li1,54.7400,13.6000,1.799864
FILLER_0_0_97,VPWR,li1,50.3700,13.6000,1.799875
FILLER_0_0_85,VPWR,li1,44.8500,13.6000,1.799893
hold193,VPWR,li1,33.1200,35.3600,1.799909
hold192,VPWR,li1,62.5600,89.7600,1.799855
hold191,VPWR,li1,73.6000,84.3200,1.799810
hold190,VPWR,li1,100.7400,95.2000,1.799604
hold189,VPWR,li1,63.4800,84.3200,1.799833
hold188,VPWR,li1,67.1600,84.3200,1.799824
hold187,VPWR,li1,13.8000,13.6000,1.799961
hold186,VPWR,li1,68.0800,100.6400,1.799650
hold185,VPWR,li1,78.2000,95.2000,1.799642
hold184,VPWR,li1,118.2200,116.9600,1.799646
hold183,VPWR,li1,103.9600,51.6800,1.799711
hold182,VPWR,li1,119.6000,40.8000,1.799658
hold181,VPWR,li1,97.9800,78.8800,1.799844
hold180,VPWR,li1,111.7800,51.6800,1.799699
hold179,VPWR,li1,123.7400,62.5600,1.799933
hold178,VPWR,li1,119.6000,122.4000,1.799703
hold177,VPWR,li1,123.7400,51.6800,1.799691
hold176,VPWR,li1,71.7600,51.6800,1.799756
hold175,VPWR,li1,116.8400,100.6400,1.799538
hold174,VPWR,li1,123.7400,111.5200,1.799626
hold173,VPWR,li1,125.5800,106.0800,1.799442
hold172,VPWR,li1,128.8000,122.4000,1.799703
hold171,VPWR,li1,124.2000,122.4000,1.799703
hold170,VPWR,li1,119.6000,116.9600,1.799646
hold169,VPWR,li1,116.8400,29.9200,1.799838
hold168,VPWR,li1,117.3000,84.3200,1.799754
hold167,VPWR,li1,110.8600,89.7600,1.799791
hold166,VPWR,li1,116.8400,95.2000,1.799588
hold165,VPWR,li1,127.4200,24.4800,1.799876
hold164,VPWR,li1,87.8600,40.8000,1.799694
hold163,VPWR,li1,125.5800,40.8000,1.799656
hold162,VPWR,li1,125.1200,122.4000,1.799703
hold161,VPWR,li1,129.2600,122.4000,1.799703
hold160,VPWR,li1,78.6600,19.0400,1.799792
hold159,VPWR,li1,119.6000,127.8400,1.799485
hold158,VPWR,li1,123.7400,133.2800,1.799628
hold157,VPWR,li1,114.0800,40.8000,1.799660
hold156,VPWR,li1,116.8400,133.2800,1.799634
hold155,VPWR,li1,119.6000,133.2800,1.799631
hold154,VPWR,li1,111.3200,84.3200,1.799756
hold153,VPWR,li1,106.7200,78.8800,1.799834
hold152,VPWR,li1,114.0800,46.2400,1.799658
hold151,VPWR,li1,50.6000,29.9200,1.799899
hold150,VPWR,li1,110.8600,29.9200,1.799840
hold149,VPWR,li1,114.0800,35.3600,1.799758
hold148,VPWR,li1,68.0800,19.0400,1.799813
hold147,VPWR,li1,73.6000,19.0400,1.799804
hold146,VPWR,li1,115.9200,13.6000,1.799800
hold145,VPWR,li1,123.7400,24.4800,1.799876
hold144,VPWR,li1,33.5800,40.8000,1.799857
hold143,VPWR,li1,129.2600,13.6000,1.799797
hold142,VPWR,li1,118.2200,62.5600,1.799934
hold141,VPWR,li1,129.2600,78.8800,1.799824
hold140,VPWR,li1,126.5000,68.0000,1.799916
hold139,VPWR,li1,39.5600,24.4800,1.799948
hold138,VPWR,li1,50.6000,35.3600,1.799857
hold137,VPWR,li1,128.8000,100.6400,1.799536
hold136,VPWR,li1,72.2200,24.4800,1.799905
hold135,VPWR,li1,93.8400,24.4800,1.799884
hold134,VPWR,li1,85.1000,13.6000,1.799821
hold133,VPWR,li1,48.3000,13.6000,1.799880
hold132,VPWR,li1,120.0600,84.3200,1.799754
hold131,VPWR,li1,124.2000,13.6000,1.799798
hold130,VPWR,li1,128.3400,19.0400,1.799748
hold129,VPWR,li1,52.4400,13.6000,1.799870
hold128,VPWR,li1,11.9600,29.9200,1.799965
hold127,VPWR,li1,123.7400,89.7600,1.799787
hold126,VPWR,li1,126.5000,100.6400,1.799536
hold125,VPWR,li1,32.6600,46.2400,1.799877
hold124,VPWR,li1,33.5800,62.5600,1.799979
hold123,VPWR,li1,49.6800,35.3600,1.799857
hold122,VPWR,li1,118.6800,73.4400,1.799712
hold121,VPWR,li1,123.7400,68.0000,1.799916
hold120,VPWR,li1,127.4200,51.6800,1.799691
hold119,VPWR,li1,129.2600,40.8000,1.799656
hold118,VPWR,li1,21.6200,24.4800,1.799978
hold117,VPWR,li1,90.1600,24.4800,1.799887
hold116,VPWR,li1,32.6600,29.9200,1.799940
hold115,VPWR,li1,50.6000,24.4800,1.799933
hold114,VPWR,li1,123.2800,29.9200,1.799836
hold113,VPWR,li1,126.9600,29.9200,1.799835
hold112,VPWR,li1,22.0800,51.6800,1.799944
hold111,VPWR,li1,28.9800,13.6000,1.799941
hold110,VPWR,li1,29.9000,51.6800,1.799911
hold109,VPWR,li1,20.7000,62.5600,1.799990
hold108,VPWR,li1,16.1000,46.2400,1.799931
hold107,VPWR,li1,38.1800,13.6000,1.799910
hold106,VPWR,li1,16.5600,35.3600,1.799953
hold105,VPWR,li1,97.9800,29.9200,1.799848
hold104,VPWR,li1,92.0000,29.9200,1.799851
hold103,VPWR,li1,37.7200,62.5600,1.799976
hold102,VPWR,li1,125.5800,84.3200,1.799752
hold101,VPWR,li1,129.2600,84.3200,1.799752
hold100,VPWR,li1,106.7200,24.4800,1.799878
hold99,VPWR,li1,125.5800,24.4800,1.799876
hold98,VPWR,li1,96.1400,19.0400,1.799767
hold97,VPWR,li1,26.2200,29.9200,1.799954
hold96,VPWR,li1,103.5000,29.9200,1.799843
hold95,VPWR,li1,110.8600,24.4800,1.799877
hold94,VPWR,li1,119.6000,35.3600,1.799755
hold93,VPWR,li1,129.2600,24.4800,1.799876
hold92,VPWR,li1,16.5600,29.9200,1.799966
hold91,VPWR,li1,59.3400,46.2400,1.799753
hold90,VPWR,li1,15.1800,29.9200,1.799965
hold89,VPWR,li1,100.2800,13.6000,1.799808
hold88,VPWR,li1,127.4200,62.5600,1.799933
hold87,VPWR,li1,129.2600,68.0000,1.799916
hold86,VPWR,li1,16.5600,24.4800,1.799976
hold85,VPWR,li1,28.5200,51.6800,1.799911
hold84,VPWR,li1,11.9600,62.5600,1.799989
hold83,VPWR,li1,124.6600,73.4400,1.799710
hold82,VPWR,li1,129.2600,73.4400,1.799710
hold81,VPWR,li1,91.0800,19.0400,1.799773
hold80,VPWR,li1,87.4000,19.0400,1.799778
hold79,VPWR,li1,42.7800,46.2400,1.799816
hold78,VPWR,li1,53.8200,46.2400,1.799771
hold77,VPWR,li1,20.7000,127.8400,1.799913
hold76,VPWR,li1,21.6200,122.4000,1.799944
hold75,VPWR,li1,70.3800,95.2000,1.799667
hold74,VPWR,li1,74.0600,95.2000,1.799651
hold73,VPWR,li1,110.8600,19.0400,1.799754
hold72,VPWR,li1,39.1000,127.8400,1.799774
hold71,VPWR,li1,42.7800,127.8400,1.799757
hold70,VPWR,li1,20.7000,100.6400,1.799915
hold69,VPWR,li1,23.0000,106.0800,1.799899
hold68,VPWR,li1,107.1800,106.0800,1.799465
hold67,VPWR,li1,109.0200,100.6400,1.799547
hold66,VPWR,li1,36.8000,111.5200,1.799845
hold65,VPWR,li1,40.9400,116.9600,1.799832
hold64,VPWR,li1,25.3000,133.2800,1.799927
hold63,VPWR,li1,28.9800,133.2800,1.799907
hold62,VPWR,li1,65.7800,19.0400,1.799818
hold61,VPWR,li1,70.3800,127.8400,1.799603
hold60,VPWR,li1,72.2200,122.4000,1.799754
hold59,VPWR,li1,51.0600,100.6400,1.799711
hold58,VPWR,li1,54.7400,106.0800,1.799688
hold57,VPWR,li1,87.8600,133.2800,1.799688
hold56,VPWR,li1,84.1800,133.2800,1.799701
hold55,VPWR,li1,97.9800,133.2800,1.799662
hold54,VPWR,li1,101.6600,133.2800,1.799656
hold53,VPWR,li1,20.7000,111.5200,1.799931
hold52,VPWR,li1,23.9200,111.5200,1.799914
hold51,VPWR,li1,112.2400,122.4000,1.799704
hold50,VPWR,li1,110.8600,116.9600,1.799652
hold49,VPWR,li1,16.5600,68.0000,1.799972
hold48,VPWR,li1,20.2400,68.0000,1.799974
hold47,VPWR,li1,41.8600,106.0800,1.799763
hold46,VPWR,li1,37.7200,100.6400,1.799794
hold45,VPWR,li1,49.6800,127.8400,1.799707
hold44,VPWR,li1,52.9000,122.4000,1.799812
hold43,VPWR,li1,90.6200,122.4000,1.799719
hold42,VPWR,li1,89.2400,116.9600,1.799689
hold41,VPWR,li1,114.5400,19.0400,1.799752
hold40,VPWR,li1,116.3800,19.0400,1.799751
hold39,VPWR,li1,33.5800,73.4400,1.799880
hold38,VPWR,li1,38.6400,78.8800,1.799928
hold37,VPWR,li1,101.6600,111.5200,1.799645
hold36,VPWR,li1,97.9800,111.5200,1.799648
hold35,VPWR,li1,58.8800,133.2800,1.799783
hold34,VPWR,li1,61.6400,127.8400,1.799642
hold33,VPWR,li1,129.2600,111.5200,1.799625
hold32,VPWR,li1,129.2600,106.0800,1.799442
hold31,VPWR,li1,50.6000,111.5200,1.799780
hold30,VPWR,li1,53.8200,116.9600,1.799776
hold29,VPWR,li1,67.1600,116.9600,1.799734
hold28,VPWR,li1,72.2200,116.9600,1.799722
hold27,VPWR,li1,16.1000,84.3200,1.799954
hold26,VPWR,li1,20.7000,84.3200,1.799957
hold25,VPWR,li1,98.4400,84.3200,1.799766
hold24,VPWR,li1,103.9600,84.3200,1.799760
hold23,VPWR,li1,81.4200,95.2000,1.799636
hold22,VPWR,li1,85.1000,89.7600,1.799810
hold21,VPWR,li1,119.6000,62.5600,1.799934
hold20,VPWR,li1,129.2600,51.6800,1.799691
hold19,VPWR,li1,93.3800,95.2000,1.799612
hold18,VPWR,li1,97.0600,95.2000,1.799609
hold17,VPWR,li1,106.7200,35.3600,1.799765
hold16,VPWR,li1,120.0600,40.8000,1.799658
hold15,VPWR,li1,71.3000,46.2400,1.799723
hold14,VPWR,li1,79.1200,111.5200,1.799687
hold13,VPWR,li1,82.8000,111.5200,1.799681
hold12,VPWR,li1,25.3000,100.6400,1.799879
hold11,VPWR,li1,28.9800,100.6400,1.799858
hold10,VPWR,li1,113.1600,133.2800,1.799637
hold9,VPWR,li1,109.4800,133.2800,1.799641
hold8,VPWR,li1,15.6400,89.7600,1.799957
hold7,VPWR,li1,20.7000,89.7600,1.799961
hold6,VPWR,li1,42.3200,84.3200,1.799889
hold5,VPWR,li1,40.4800,78.8800,1.799923
hold4,VPWR,li1,49.6800,73.4400,1.799815
hold3,VPWR,li1,50.6000,57.1200,1.799891
hold2,VPWR,li1,115.0000,111.5200,1.799630
hold1,VPWR,li1,118.6800,111.5200,1.799628
clkbuf_4_15_0_clk,VPWR,li1,114.7700,106.0800,1.799445
clkbuf_4_14_0_clk,VPWR,li1,113.8500,100.6400,1.799540
clkbuf_4_13_0_clk,VPWR,li1,87.6300,106.0800,1.799519
clkbuf_4_12_0_clk,VPWR,li1,84.8700,106.0800,1.799531
clkbuf_4_11_0_clk,VPWR,li1,117.0700,57.1200,1.799782
clkbuf_4_10_0_clk,VPWR,li1,117.9900,51.6800,1.799691
clkbuf_4_9_0_clk,VPWR,li1,103.7300,40.8000,1.799668
clkbuf_4_8_0_clk,VPWR,li1,98.6700,46.2400,1.799670
clkbuf_4_7_0_clk,VPWR,li1,51.2900,100.6400,1.799711
clkbuf_4_6_0_clk,VPWR,li1,53.5900,95.2000,1.799719
clkbuf_4_5_0_clk,VPWR,li1,34.2700,95.2000,1.799815
clkbuf_4_4_0_clk,VPWR,li1,27.3700,95.2000,1.799860
clkbuf_4_3_0_clk,VPWR,li1,60.0300,40.8000,1.799744
clkbuf_4_2_0_clk,VPWR,li1,56.3500,40.8000,1.799754
clkbuf_4_1_0_clk,VPWR,li1,28.2900,46.2400,1.799891
clkbuf_4_0_0_clk,VPWR,li1,28.7500,40.8000,1.799881
clkbuf_0_clk,VPWR,li1,74.5200,73.4400,1.799732
fanout182,VPWR,li1,75.4400,133.2800,1.799726
fanout181,VPWR,li1,71.3000,133.2800,1.799744
fanout180,VPWR,li1,113.6200,127.8400,1.799490
fanout179,VPWR,li1,104.8800,133.2800,1.799650
fanout178,VPWR,li1,120.0600,100.6400,1.799537
fanout177,VPWR,li1,74.9800,133.2800,1.799726
fanout176,VPWR,li1,80.9600,127.8400,1.799561
fanout175,VPWR,li1,87.8600,46.2400,1.799690
fanout174,VPWR,li1,111.3200,62.5600,1.799936
fanout173,VPWR,li1,118.6800,46.2400,1.799656
fanout172,VPWR,li1,110.8600,40.8000,1.799662
fanout171,VPWR,li1,18.4000,127.8400,1.799913
fanout170,VPWR,li1,20.7000,133.2800,1.799948
fanout169,VPWR,li1,48.3000,122.4000,1.799829
fanout168,VPWR,li1,55.6600,111.5200,1.799760
fanout167,VPWR,li1,14.7200,95.2000,1.799904
fanout166,VPWR,li1,17.0200,127.8400,1.799913
fanout165,VPWR,li1,46.0000,40.8000,1.799801
fanout164,VPWR,li1,15.6400,73.4400,1.799933
fanout163,VPWR,li1,20.2400,68.0000,1.799974
fanout162,VPWR,li1,19.7800,35.3600,1.799954
fanout161,VPWR,li1,54.2800,35.3600,1.799844
fanout160,VPWR,li1,59.8000,40.8000,1.799744
fanout159,VPWR,li1,42.3200,24.4800,1.799945
fanout158,VPWR,li1,30.3600,19.0400,1.799926
fanout157,VPWR,li1,63.9400,89.7600,1.799855
fanout156,VPWR,li1,104.4200,84.3200,1.799760
fanout155,VPWR,li1,111.7800,73.4400,1.799713
fanout154,VPWR,li1,63.0200,19.0400,1.799827
fanout153,VPWR,li1,116.8400,40.8000,1.799658
fanout152,VPWR,li1,120.5200,29.9200,1.799837
fanout151,VPWR,li1,116.8400,35.3600,1.799756
fanout150,VPWR,li1,61.6400,13.6000,1.799849
fanout149,VPWR,li1,34.5000,62.5600,1.799979
fanout148,VPWR,li1,40.4800,40.8000,1.799824
fanout147,VPWR,li1,19.7800,35.3600,1.799954
fanout146,VPWR,li1,66.7000,100.6400,1.799650
fanout145,VPWR,li1,63.9400,116.9600,1.799742
fanout144,VPWR,li1,42.7800,73.4400,1.799840
fanout143,VPWR,li1,51.5200,106.0800,1.799701
fanout142,VPWR,li1,23.0000,40.8000,1.799917
fanout141,VPWR,li1,43.7000,29.9200,1.799910
fanout140,VPWR,li1,28.9800,29.9200,1.799946
fanout139,VPWR,li1,69.9200,84.3200,1.799819
fanout138,VPWR,li1,103.5000,78.8800,1.799838
fanout137,VPWR,li1,109.9400,73.4400,1.799715
fanout136,VPWR,li1,59.8000,24.4800,1.799918
fanout135,VPWR,li1,97.0600,24.4800,1.799882
fanout134,VPWR,li1,84.6400,19.0400,1.799784
fanout133,VPWR,li1,98.9000,13.6000,1.799808
fanout132,VPWR,li1,59.3400,13.6000,1.799854
output131,VPWR,li1,113.1600,29.9200,1.799839
output130,VPWR,li1,113.6200,29.9200,1.799839
output129,VPWR,li1,98.4400,29.9200,1.799846
output128,VPWR,li1,81.8800,19.0400,1.799788
output127,VPWR,li1,110.4000,133.2800,1.799641
output126,VPWR,li1,126.9600,133.2800,1.799626
output125,VPWR,li1,129.7200,133.2800,1.799626
output124,VPWR,li1,126.5000,111.5200,1.799625
output123,VPWR,li1,114.5400,68.0000,1.799919
output122,VPWR,li1,107.6400,133.2800,1.799644
output121,VPWR,li1,123.7400,100.6400,1.799536
output120,VPWR,li1,120.0600,133.2800,1.799631
output119,VPWR,li1,113.6200,116.9600,1.799650
output118,VPWR,li1,113.1600,133.2800,1.799637
output117,VPWR,li1,112.2400,111.5200,1.799633
